pathway	description	W1_CLT_1_tags	W1_CLT_2_tags	W1_CLT_3_tags	W1_CLT_4_tags	W1_CLT_5_tags	W1_DSS_1_tags	W1_DSS_2_tags	W1_DSS_3_tags	W1_DSS_4_tags	W1_DSS_5_tags	W1_LbGP_1_tags	W1_LbGP_2_tags	W1_LbGP_3_tags	W1_LbGP_4_tags	W1_LbGP_5_tags	W2_CLT_1_tags	W2_CLT_2_tags	W2_CLT_3_tags	W2_CLT_4_tags	W2_CLT_5_tags	W2_DSS_1_tags	W2_DSS_2_tags	W2_DSS_3_tags	W2_DSS_4_tags	W2_DSS_5_tags	W2_LbGP_1_tags	W2_LbGP_2_tags	W2_LbGP_3_tags	W2_LbGP_4_tags	W2_LbGP_5_tags	W3_CLT_1_tags	W3_CLT_2_tags	W3_CLT_3_tags	W3_CLT_4_tags	W3_CLT_5_tags	W3_DSS_1_tags	W3_DSS_2_tags	W3_DSS_3_tags	W3_DSS_4_tags	W3_DSS_5_tags	W3_LbGP_1_tags	W3_LbGP_2_tags	W3_LbGP_3_tags	W3_LbGP_4_tags	W3_LbGP_5_tags
RHAMCAT-PWY	L-rhamnose degradation I	584.8347	328.3465	376.2907	928.7898	258.644	10081.9258	18723.0843	8018.0104	20897.7746	1576.8067	7519.149	7677.861999999999	21475.0085	14005.3051	21556.2047	377.4567	322.2218	3784.8415	448.7988	2757.0632	15264.1139	14350.8954	16470.3529	16611.8023	5045.5557	2123.0467	1277.2031	5324.3922	916.7073	3455.8189	220.7981	220.0875	605.0177	406.0394	934.5464	10201.8792	340.9023	228.8231	642.496	17757.9502	589.1099	400.4383	579.8393	754.9647	728.3568
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	9957.2726	2273.8397	5899.9919	12869.8423	1394.9559	11554.1424	22618.3641	16382.0852	25629.2208	5165.4125	14165.0229	9747.3528	23652.063	17966.3268	24622.8977	14140.6622	4943.2467	14511.9688	14650.3669	15223.8166	21629.6563	22556.3118	26831.2025	24391.228	10149.1492	6551.9489	8346.1542	7475.7716	5813.7159	5910.32	3404.4977	5673.6849	9284.3243	3460.52	6130.9182	16446.2481	2506.7813	2273.2023	4570.7213	23740.7844	4516.0315	5796.6872	14401.8069	8581.87	9955.6794
RUMP-PWY	formaldehyde oxidation I	1077.751	38.9565	605.4172	3306.9622	41.541000000000004	515.5149	279.7159	216.1514	493.9392	23.1147	359.0822	1078.6115	1187.942	1531.1791	1035.339	1287.1886	839.5360000000001	1732.2921	737.1281	2922.7446	20.2315	26.9705	50.1483	18.7372	24.6901	3404.8717	1656.9148	73.2008	115.5639	32.187	1930.1083	7100.1345	526.443	310.93	92.8367	53.1308	253.8856	2025.5398	47.8351	53.1642	615.03	606.6092	1883.7937	2031.3948	2345.4611
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	11329.6635	3292.5762	7979.2643	14264.6389	1714.1522	12901.613000000001	25025.9696	17120.1859	28235.6575	5072.5936	16674.8873	10692.0673	25529.5759	20064.5593	26753.7501	17994.4541	6449.6075	16836.2416	22073.7421	18700.3728	23097.3431	23773.8335	28499.4612	26042.1779	10596.8067	10725.643	11318.6699	9106.8328	6854.0748	7818.9827	5817.7216	14294.9798	10769.3871	4357.3683	6638.7131	19648.806	3319.1652	5330.6532	5248.2175	26730.7353	6008.3165	6310.8066	16419.3418	9512.3059	13812.1131
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	4063.7674	338.4369	593.7153	4668.0329	244.6829	12096.9288	20631.4779	18464.3934	23380.6327	3424.8468	8269.9989	6279.2716	11869.3586	11937.9097	14653.1004	3333.7986	284.3185	4524.4115	1071.8079	2992.3645	16491.4763	18538.0898	23504.2555	17551.9872	4036.8221	1767.8322	1767.5566	850.5665	573.1843	843.8013	336.0578	1419.9622	444.9347	291.7351	402.1962	701.3221	290.8594	225.93099999999998	259.5751	604.1839	365.0108	599.38	1384.8066	3258.5235	1629.7981
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	6210.5641	645.3732	1189.9044	7238.4784	457.7252	12996.2313	24062.8502	15615.0012	27209.9905	4219.4945	11566.8244	8306.34	17522.5351	16005.8532	20376.8974	5611.4962	601.9491	6779.1558	2123.0544	5017.2178	19580.73	21342.0242	25289.2371	21817.9623	6268.7873	3159.1472	3136.0724	1717.7009	1142.8856	1645.1023	686.3244	2687.8863	939.3217	600.808	836.9766	1513.068	572.1439	459.1544	540.8304	1324.7398	747.8207	1199.1248	2791.7483	5135.2562	3070.9201
TCA	TCA cycle I (prokaryotic)	6610.3167	961.5903	3089.123	10284.844000000001	662.2068	14199.9524	26899.9606	20367.7896	30439.5571	5163.1794	13645.9735	10916.2393	27487.7786	20129.4308	28768.6063	9179.0609	988.4472	9154.0585	5002.6426	7693.3024	26118.2432	26342.1628	32249.8871	28159.9251	9729.9666	4746.0454	5444.3873	6592.0231	3646.6846	4740.379	1967.1747	3457.1128	5151.7212	1201.0612	4194.1955	14741.4207	1533.756	1210.7034	2552.9783	22311.5407	2569.2018	3019.0637	8329.0691	5523.5222	6286.813
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	525.0435	344.3917	322.6413	510.5384	249.736	11346.7087	17524.135	1347.8084	18993.5816	256.4308	4182.8715	5719.6268	9184.3024	8346.1178	10522.1809	233.5694	298.918	5763.8216	241.5537	4049.5225	517.4852	2747.8183	1651.6171	4263.6916	592.9059	1736.5447	859.9809	580.5734	462.4757	638.9216	27.355999999999998	35.7518	41.7848	42.1884	38.1789	382.0818	99.8681	58.0923	36.8303	173.0882	50.9066	34.5464	33.4979	28.7002	25.1328
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	2675.3885	912.3863	3530.2383	3681.7928	460.8986	2935.2509	2148.8974	1657.6819	3413.1679	1251.3637	6477.2935	2656.7743	1567.7204	4454.48	2058.792	7879.24	1552.3071	1983.3326	11383.0162	3438.9859	241.2105	3581.2185	651.6156	2478.6735	2477.8334	5697.7855	4950.2654	4137.7666	1870.0737	3006.2059	3314.9786	9748.8705	2190.7508	862.4503	784.1637	4348.2741	1414.8245	3934.8874	906.2515	797.8744	2543.5019	1008.7183	3644.2928	2833.1743	6390.2387
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	8630.6531	1505.9803	4497.7368	11380.1493	1154.782	11105.9961	20297.618000000002	18014.6925	23135.2707	4842.0792	10439.2164	9086.9717	17068.3997	14959.1303	19077.4714	9541.7494	2428.2617	8533.2915	6200.0018	7444.6412	19505.3871	20653.6295	25685.2307	20881.1044	8434.7232	4589.0265	5904.7659	4954.8534	4480.9242	3949.2902	2563.6481	3804.0642	7038.6238	2495.58	5451.1618	3354.9549	1877.1218	1332.9287	2997.6083	2722.6677	3486.1001	5865.1943	11926.8781	8947.5726	7648.3533
THRESYN-PWY	superpathway of L-threonine biosynthesis	14326.7527	23475.8978	8936.6063	16007.66	2483.508	15670.945	29282.4164	13776.8339	33244.9908	5735.8988	18354.3028	12703.7543	29974.1864	23831.8989	31221.4796	17964.8138	17144.4508	17906.6128	21117.2857	19336.0045	23780.2669	25557.8236	28426.365	28674.3139	12377.993	11600.3264	11605.4064	12200.3287	7614.0445	10972.3983	6514.465	16820.5718	11950.1134	10761.3788	7510.4972	21433.3152	3467.9343	7995.2864	5297.7743	29525.4166	6469.6552	7379.4443	15945.5335	11310.3532	14083.4848
TRNA-CHARGING-PWY	tRNA charging	15677.3768	9721.6796	9554.0929	15647.9443	2462.0033	13774.3218	24952.8167	17448.461	28535.1301	5750.4724	17836.5483	10926.708	25693.3963	20892.9831	26833.6086	19066.4562	13002.9852	16428.1793	22796.0405	17863.387	22532.0455	24581.1079	28090.2156	26233.8884	11403.1109	11474.2353	11562.5552	11746.1501	6735.2135	10624.7536	6572.7299	16013.2089	10456.0839	8598.9287	6603.5556	18771.5689	3424.6479999999997	6855.4793	5077.5809	25035.0703	6128.3719	6442.6714	16852.6332	11055.8753	14835.0228
TRPSYN-PWY	L-tryptophan biosynthesis	8450.2865	1823.5881	5124.0058	13598.2828	1240.4388	11668.2615	21299.2457	19697.9858	24644.8766	5216.2115	11473.8377	9157.3657	20398.3058	16565.2385	22275.8005	13901.7998	1451.2342	15025.9317	12489.2279	15098.2237	21937.0611	22703.9364	27442.3884	23322.0794	8390.1114	4582.6607	7911.3659	6805.8206	5497.0527	5164.0091	2562.1495	2622.7395	9027.9761	2346.7955	5167.2822	12238.6666	2230.6281	1624.9737	3848.2052	20083.6315	4168.3124	5403.6297	8889.3948	8803.2406	8584.3307
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	317.1265	203.2716	182.1745	302.9288	147.8805	8669.0714	12065.6143	808.0932	12965.2858	152.3009	2552.2111	3465.578	5125.8717	5076.2553	6127.8817	137.6588	167.3432	3597.1329	139.6456	2363.42	305.0558	1645.8224	981.0632	2550.5874	345.5579	959.6068	495.5501	284.0231	235.7808	314.3525	15.9245	21.0688	24.0608	24.3526	21.9056	188.3084	55.7569	32.8453	20.8669	92.0154	29.0957	20.2017	19.6618	16.9103	14.7724
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	12266.2304	22929.1945	7732.914000000001	6910.5303	2157.6537	11033.5638	15524.2501	2701.6064	17210.3578	2314.7269	11937.883	6591.7009	12719.264	11844.6114	12841.4631	11961.7857	16419.6296	8395.7288	18536.7331	9213.9649	5056.460999999999	8311.0533	6839.651	9399.2874	6040.8436	10411.0934	7701.2495	9058.3351	3263.3572	9576.0583	5907.5830000000005	16497.0387	4106.9413	10020.1661	2929.0966	9683.6363	2322.2947	7651.133000000001	2570.8645	7608.17	3932.8242	2579.271	11806.3936	5464.8965	10997.5232
VALSYN-PWY	L-valine biosynthesis	12018.446000000002	2867.2329	7256.2917	16996.6506	1707.7839999999999	16173.4064	31042.589	20210.6507	35351.1121	6662.6261	20280.7635	12866.3592	30714.3628	24976.4618	32558.8795	17439.4458	6259.1171	18722.511000000002	17947.0364	20266.6528	26757.7004	28816.0588	33195.9161	31265.127999999997	13220.0268	10315.9595	10976.8528	10786.2248	7350.4512	8072.8015	5047.4647	11729.8883	11650.5445	4448.1559	7690.7535	22569.8828	3184.9467	3962.7285	5857.0456	31186.8739	5808.3662	7117.976	17826.1448	10827.8858	12955.2262
